Empirical aplication  swissRailWays  has began at: 2023-06-15 18:49:49 
Batch 995 / 2000  time:  2023-06-22 15:58:28 
Batch 996 / 2000  time:  2023-06-22 16:08:26 
Batch 997 / 2000  time:  2023-06-22 16:18:24 
Batch 998 / 2000  time:  2023-06-22 16:28:23 
Batch 999 / 2000  time:  2023-06-22 16:38:20 
Batch 1000 / 2000  time:  2023-06-22 16:48:18 
Batch 1001 / 2000  time:  2023-06-22 16:58:16 
Batch 1002 / 2000  time:  2023-06-22 17:08:19 
Batch 1003 / 2000  time:  2023-06-22 17:18:17 
Batch 1004 / 2000  time:  2023-06-22 17:28:16 
Batch 1005 / 2000  time:  2023-06-22 17:38:12 
Batch 1006 / 2000  time:  2023-06-22 17:48:14 
Batch 1007 / 2000  time:  2023-06-22 17:58:07 
Batch 1008 / 2000  time:  2023-06-22 18:08:01 
Batch 1009 / 2000  time:  2023-06-22 18:18:04 
Batch 1010 / 2000  time:  2023-06-22 18:28:07 
Batch 1011 / 2000  time:  2023-06-22 18:38:07 
Batch 1012 / 2000  time:  2023-06-22 18:48:06 
Batch 1013 / 2000  time:  2023-06-22 18:58:05 
Batch 1014 / 2000  time:  2023-06-22 19:08:02 
Batch 1015 / 2000  time:  2023-06-22 19:18:01 
Batch 1016 / 2000  time:  2023-06-22 19:27:56 
Batch 1017 / 2000  time:  2023-06-22 19:37:49 
Batch 1018 / 2000  time:  2023-06-22 19:47:51 
Batch 1019 / 2000  time:  2023-06-22 19:57:48 
Batch 1020 / 2000  time:  2023-06-22 20:07:41 
Batch 1021 / 2000  time:  2023-06-22 20:17:41 
Batch 1022 / 2000  time:  2023-06-22 20:27:40 
Batch 1023 / 2000  time:  2023-06-22 20:37:39 
Batch 1024 / 2000  time:  2023-06-22 20:47:32 
Batch 1025 / 2000  time:  2023-06-22 20:57:35 
Batch 1026 / 2000  time:  2023-06-22 21:07:32 
Batch 1027 / 2000  time:  2023-06-22 21:17:35 
Batch 1028 / 2000  time:  2023-06-22 21:27:34 
Batch 1029 / 2000  time:  2023-06-22 21:37:36 
Batch 1030 / 2000  time:  2023-06-22 21:47:31 
Batch 1031 / 2000  time:  2023-06-22 21:57:25 
Batch 1032 / 2000  time:  2023-06-22 22:07:19 
Batch 1033 / 2000  time:  2023-06-22 22:17:16 
Batch 1034 / 2000  time:  2023-06-22 22:27:10 
Batch 1035 / 2000  time:  2023-06-22 22:37:10 
Batch 1036 / 2000  time:  2023-06-22 22:47:05 
Batch 1037 / 2000  time:  2023-06-22 22:57:03 
Batch 1038 / 2000  time:  2023-06-22 23:07:06 
Batch 1039 / 2000  time:  2023-06-22 23:17:02 
Batch 1040 / 2000  time:  2023-06-22 23:27:00 
Batch 1041 / 2000  time:  2023-06-22 23:36:57 
Batch 1042 / 2000  time:  2023-06-22 23:46:56 
Batch 1043 / 2000  time:  2023-06-22 23:56:57 
Batch 1044 / 2000  time:  2023-06-23 00:06:54 
Batch 1045 / 2000  time:  2023-06-23 00:16:49 
Batch 1046 / 2000  time:  2023-06-23 00:26:42 
Batch 1047 / 2000  time:  2023-06-23 00:36:45 
Batch 1048 / 2000  time:  2023-06-23 00:46:48 
Batch 1049 / 2000  time:  2023-06-23 00:56:46 
Batch 1050 / 2000  time:  2023-06-23 01:06:50 
Batch 1051 / 2000  time:  2023-06-23 01:16:48 
Batch 1052 / 2000  time:  2023-06-23 01:26:44 
Batch 1053 / 2000  time:  2023-06-23 01:36:47 
Batch 1054 / 2000  time:  2023-06-23 01:46:47 
Batch 1055 / 2000  time:  2023-06-23 01:56:45 
Batch 1056 / 2000  time:  2023-06-23 02:06:43 
Batch 1057 / 2000  time:  2023-06-23 02:16:43 
Batch 1058 / 2000  time:  2023-06-23 02:26:37 
Batch 1059 / 2000  time:  2023-06-23 02:36:36 
Batch 1060 / 2000  time:  2023-06-23 02:46:34 
Batch 1061 / 2000  time:  2023-06-23 02:56:33 
Batch 1062 / 2000  time:  2023-06-23 03:06:31 
Batch 1063 / 2000  time:  2023-06-23 03:16:29 
Batch 1064 / 2000  time:  2023-06-23 03:26:31 
Batch 1065 / 2000  time:  2023-06-23 03:36:31 
Batch 1066 / 2000  time:  2023-06-23 03:46:29 
Batch 1067 / 2000  time:  2023-06-23 03:56:29 
Batch 1068 / 2000  time:  2023-06-23 04:06:29 
Batch 1069 / 2000  time:  2023-06-23 04:16:27 
Batch 1070 / 2000  time:  2023-06-23 04:26:25 
Batch 1071 / 2000  time:  2023-06-23 04:36:27 
Batch 1072 / 2000  time:  2023-06-23 04:46:22 
Batch 1073 / 2000  time:  2023-06-23 04:56:19 
Batch 1074 / 2000  time:  2023-06-23 05:06:17 
Batch 1075 / 2000  time:  2023-06-23 05:16:16 
Batch 1076 / 2000  time:  2023-06-23 05:26:11 
Batch 1077 / 2000  time:  2023-06-23 05:36:10 
Batch 1078 / 2000  time:  2023-06-23 05:46:08 
Batch 1079 / 2000  time:  2023-06-23 05:56:06 
Batch 1080 / 2000  time:  2023-06-23 06:06:01 
Batch 1081 / 2000  time:  2023-06-23 06:15:56 
Batch 1082 / 2000  time:  2023-06-23 06:25:54 
Batch 1083 / 2000  time:  2023-06-23 06:35:51 
Batch 1084 / 2000  time:  2023-06-23 06:45:46 
Batch 1085 / 2000  time:  2023-06-23 06:55:48 
Batch 1086 / 2000  time:  2023-06-23 07:05:42 
Batch 1087 / 2000  time:  2023-06-23 07:15:37 
Batch 1088 / 2000  time:  2023-06-23 07:25:39 
Batch 1089 / 2000  time:  2023-06-23 07:35:36 
Batch 1090 / 2000  time:  2023-06-23 07:45:31 
Batch 1091 / 2000  time:  2023-06-23 07:55:25 
Batch 1092 / 2000  time:  2023-06-23 08:05:22 
Batch 1093 / 2000  time:  2023-06-23 08:15:21 
Batch 1094 / 2000  time:  2023-06-23 08:25:17 
Batch 1095 / 2000  time:  2023-06-23 08:35:20 
Batch 1096 / 2000  time:  2023-06-23 08:45:13 
Batch 1097 / 2000  time:  2023-06-23 08:55:15 
Batch 1098 / 2000  time:  2023-06-23 09:05:14 
Batch 1099 / 2000  time:  2023-06-23 09:15:10 
Batch 1100 / 2000  time:  2023-06-23 09:25:13 
Batch 1101 / 2000  time:  2023-06-23 09:35:15 
Batch 1102 / 2000  time:  2023-06-23 09:45:15 
Batch 1103 / 2000  time:  2023-06-23 09:55:10 
Batch 1104 / 2000  time:  2023-06-23 10:05:10 
Batch 1105 / 2000  time:  2023-06-23 10:15:02 
Batch 1106 / 2000  time:  2023-06-23 10:25:07 
Batch 1107 / 2000  time:  2023-06-23 10:35:06 
Batch 1108 / 2000  time:  2023-06-23 10:45:07 
Batch 1109 / 2000  time:  2023-06-23 10:54:59 
Batch 1110 / 2000  time:  2023-06-23 11:04:56 
Batch 1111 / 2000  time:  2023-06-23 11:14:55 
Batch 1112 / 2000  time:  2023-06-23 11:24:48 
Batch 1113 / 2000  time:  2023-06-23 11:34:41 
Batch 1114 / 2000  time:  2023-06-23 11:44:35 
Batch 1115 / 2000  time:  2023-06-23 11:54:35 
Batch 1116 / 2000  time:  2023-06-23 12:04:39 
Batch 1117 / 2000  time:  2023-06-23 12:14:37 
Batch 1118 / 2000  time:  2023-06-23 12:24:36 
Batch 1119 / 2000  time:  2023-06-23 12:34:37 
Batch 1120 / 2000  time:  2023-06-23 12:44:39 
Batch 1121 / 2000  time:  2023-06-23 12:54:37 
Batch 1122 / 2000  time:  2023-06-23 13:04:34 
Batch 1123 / 2000  time:  2023-06-23 13:14:31 
Batch 1124 / 2000  time:  2023-06-23 13:24:28 
Batch 1125 / 2000  time:  2023-06-23 13:34:31 
Batch 1126 / 2000  time:  2023-06-23 13:44:25 
Batch 1127 / 2000  time:  2023-06-23 13:54:25 
Batch 1128 / 2000  time:  2023-06-23 14:04:22 
Batch 1129 / 2000  time:  2023-06-23 14:14:21 
Batch 1130 / 2000  time:  2023-06-23 14:24:14 
Batch 1131 / 2000  time:  2023-06-23 14:34:11 
Batch 1132 / 2000  time:  2023-06-23 14:44:09 
Batch 1133 / 2000  time:  2023-06-23 14:54:08 
Batch 1134 / 2000  time:  2023-06-23 15:04:03 
Batch 1135 / 2000  time:  2023-06-23 15:14:02 
Batch 1136 / 2000  time:  2023-06-23 15:24:00 
Batch 1137 / 2000  time:  2023-06-23 15:34:02 
Batch 1138 / 2000  time:  2023-06-23 15:43:57 
Batch 1139 / 2000  time:  2023-06-23 15:53:59 
Batch 1140 / 2000  time:  2023-06-23 16:03:58 
Batch 1141 / 2000  time:  2023-06-23 16:13:59 
Batch 1142 / 2000  time:  2023-06-23 16:24:03 
Batch 1143 / 2000  time:  2023-06-23 16:33:59 
Batch 1144 / 2000  time:  2023-06-23 16:43:52 
Batch 1145 / 2000  time:  2023-06-23 16:53:56 
Batch 1146 / 2000  time:  2023-06-23 17:03:57 
Batch 1147 / 2000  time:  2023-06-23 17:13:55 
Batch 1148 / 2000  time:  2023-06-23 17:23:50 
Batch 1149 / 2000  time:  2023-06-23 17:33:47 
Batch 1150 / 2000  time:  2023-06-23 17:43:44 
Batch 1151 / 2000  time:  2023-06-23 17:53:46 
Batch 1152 / 2000  time:  2023-06-23 18:03:46 
Batch 1153 / 2000  time:  2023-06-23 18:13:43 
Batch 1154 / 2000  time:  2023-06-23 18:23:46 
Batch 1155 / 2000  time:  2023-06-23 18:33:44 
Batch 1156 / 2000  time:  2023-06-23 18:43:46 
Batch 1157 / 2000  time:  2023-06-23 18:53:44 
Batch 1158 / 2000  time:  2023-06-23 19:03:47 
Batch 1159 / 2000  time:  2023-06-23 19:13:46 
Batch 1160 / 2000  time:  2023-06-23 19:23:41 
Batch 1161 / 2000  time:  2023-06-23 19:33:35 
Batch 1162 / 2000  time:  2023-06-23 19:43:28 
Batch 1163 / 2000  time:  2023-06-23 19:53:29 
Batch 1164 / 2000  time:  2023-06-23 20:03:27 
Batch 1165 / 2000  time:  2023-06-23 20:13:26 
Batch 1166 / 2000  time:  2023-06-23 20:23:30 
Batch 1167 / 2000  time:  2023-06-23 20:33:33 
Batch 1168 / 2000  time:  2023-06-23 20:43:36 
Batch 1169 / 2000  time:  2023-06-23 20:53:33 
Batch 1170 / 2000  time:  2023-06-23 21:03:31 
Batch 1171 / 2000  time:  2023-06-23 21:13:34 
Batch 1172 / 2000  time:  2023-06-23 21:23:36 
Batch 1173 / 2000  time:  2023-06-23 21:33:36 
Batch 1174 / 2000  time:  2023-06-23 21:43:29 
Batch 1175 / 2000  time:  2023-06-23 21:53:27 
Batch 1176 / 2000  time:  2023-06-23 22:03:26 
Batch 1177 / 2000  time:  2023-06-23 22:13:22 
Batch 1178 / 2000  time:  2023-06-23 22:23:25 
Batch 1179 / 2000  time:  2023-06-23 22:33:22 
Batch 1180 / 2000  time:  2023-06-23 22:43:19 
Batch 1181 / 2000  time:  2023-06-23 22:53:19 
Batch 1182 / 2000  time:  2023-06-23 23:03:17 
Batch 1183 / 2000  time:  2023-06-23 23:13:17 
Batch 1184 / 2000  time:  2023-06-23 23:23:15 
Batch 1185 / 2000  time:  2023-06-23 23:33:12 
Batch 1186 / 2000  time:  2023-06-23 23:43:11 
Batch 1187 / 2000  time:  2023-06-23 23:53:09 
Batch 1188 / 2000  time:  2023-06-24 00:03:07 
Batch 1189 / 2000  time:  2023-06-24 00:13:04 
Batch 1190 / 2000  time:  2023-06-24 00:23:05 
Batch 1191 / 2000  time:  2023-06-24 00:33:04 
Batch 1192 / 2000  time:  2023-06-24 00:42:59 
Batch 1193 / 2000  time:  2023-06-24 00:52:52 
Batch 1194 / 2000  time:  2023-06-24 01:02:51 
Batch 1195 / 2000  time:  2023-06-24 01:12:50 
Batch 1196 / 2000  time:  2023-06-24 01:22:47 
Batch 1197 / 2000  time:  2023-06-24 01:32:40 
Batch 1198 / 2000  time:  2023-06-24 01:42:43 
Batch 1199 / 2000  time:  2023-06-24 01:52:42 
Batch 1200 / 2000  time:  2023-06-24 02:02:38 
Batch 1201 / 2000  time:  2023-06-24 02:12:37 
Batch 1202 / 2000  time:  2023-06-24 02:22:35 
Batch 1203 / 2000  time:  2023-06-24 02:32:33 
Batch 1204 / 2000  time:  2023-06-24 02:42:31 
Batch 1205 / 2000  time:  2023-06-24 02:52:31 
Batch 1206 / 2000  time:  2023-06-24 03:02:26 
Batch 1207 / 2000  time:  2023-06-24 03:12:25 
Batch 1208 / 2000  time:  2023-06-24 03:22:18 
Batch 1209 / 2000  time:  2023-06-24 03:32:11 
Batch 1210 / 2000  time:  2023-06-24 03:42:09 
Batch 1211 / 2000  time:  2023-06-24 03:52:07 
Batch 1212 / 2000  time:  2023-06-24 04:02:04 
Batch 1213 / 2000  time:  2023-06-24 04:12:08 
Batch 1214 / 2000  time:  2023-06-24 04:22:06 
Batch 1215 / 2000  time:  2023-06-24 04:32:01 
Batch 1216 / 2000  time:  2023-06-24 04:42:00 
Batch 1217 / 2000  time:  2023-06-24 04:52:00 
Batch 1218 / 2000  time:  2023-06-24 05:02:01 
Batch 1219 / 2000  time:  2023-06-24 05:12:06 
Batch 1220 / 2000  time:  2023-06-24 05:22:06 
Batch 1221 / 2000  time:  2023-06-24 05:31:59 
Batch 1222 / 2000  time:  2023-06-24 05:41:58 
Batch 1223 / 2000  time:  2023-06-24 05:51:49 
Batch 1224 / 2000  time:  2023-06-24 06:01:42 
Batch 1225 / 2000  time:  2023-06-24 06:11:45 
Batch 1226 / 2000  time:  2023-06-24 06:21:49 
Batch 1227 / 2000  time:  2023-06-24 06:31:45 
Batch 1228 / 2000  time:  2023-06-24 06:41:45 
Batch 1229 / 2000  time:  2023-06-24 06:51:43 
Batch 1230 / 2000  time:  2023-06-24 07:01:41 
Batch 1231 / 2000  time:  2023-06-24 07:11:34 
Batch 1232 / 2000  time:  2023-06-24 07:21:31 
Batch 1233 / 2000  time:  2023-06-24 07:31:35 
Batch 1234 / 2000  time:  2023-06-24 07:41:32 
Batch 1235 / 2000  time:  2023-06-24 07:51:36 
Batch 1236 / 2000  time:  2023-06-24 08:01:35 
Batch 1237 / 2000  time:  2023-06-24 08:11:27 
Batch 1238 / 2000  time:  2023-06-24 08:21:24 
Batch 1239 / 2000  time:  2023-06-24 08:31:21 
Batch 1240 / 2000  time:  2023-06-24 08:41:19 
Batch 1241 / 2000  time:  2023-06-24 08:51:17 
Batch 1242 / 2000  time:  2023-06-24 09:01:20 
Batch 1243 / 2000  time:  2023-06-24 09:11:17 
Batch 1244 / 2000  time:  2023-06-24 09:21:14 
Batch 1245 / 2000  time:  2023-06-24 09:31:18 
Batch 1246 / 2000  time:  2023-06-24 09:41:16 
Batch 1247 / 2000  time:  2023-06-24 09:51:19 
Batch 1248 / 2000  time:  2023-06-24 10:01:17 
Batch 1249 / 2000  time:  2023-06-24 10:11:10 
Batch 1250 / 2000  time:  2023-06-24 10:21:14 
Batch 1251 / 2000  time:  2023-06-24 10:31:19 
Batch 1252 / 2000  time:  2023-06-24 10:41:22 
Batch 1253 / 2000  time:  2023-06-24 10:51:29 
Batch 1254 / 2000  time:  2023-06-24 11:01:26 
Batch 1255 / 2000  time:  2023-06-24 11:11:24 
Batch 1256 / 2000  time:  2023-06-24 11:21:22 
Batch 1257 / 2000  time:  2023-06-24 11:31:19 
Batch 1258 / 2000  time:  2023-06-24 11:41:17 
Batch 1259 / 2000  time:  2023-06-24 11:51:09 
Batch 1260 / 2000  time:  2023-06-24 12:01:08 
Batch 1261 / 2000  time:  2023-06-24 12:10:59 
Batch 1262 / 2000  time:  2023-06-24 12:20:50 
Batch 1263 / 2000  time:  2023-06-24 12:30:56 
Batch 1264 / 2000  time:  2023-06-24 12:40:50 
Batch 1265 / 2000  time:  2023-06-24 12:50:47 
Batch 1266 / 2000  time:  2023-06-24 13:00:40 
Batch 1267 / 2000  time:  2023-06-24 13:10:32 
Batch 1268 / 2000  time:  2023-06-24 13:20:36 
Batch 1269 / 2000  time:  2023-06-24 13:30:40 
Batch 1270 / 2000  time:  2023-06-24 13:40:43 
Batch 1271 / 2000  time:  2023-06-24 13:50:48 
Batch 1272 / 2000  time:  2023-06-24 14:00:45 
Batch 1273 / 2000  time:  2023-06-24 14:10:42 
Batch 1274 / 2000  time:  2023-06-24 14:20:38 
Batch 1275 / 2000  time:  2023-06-24 14:30:37 
Batch 1276 / 2000  time:  2023-06-24 14:40:37 
Batch 1277 / 2000  time:  2023-06-24 14:50:38 
Batch 1278 / 2000  time:  2023-06-24 15:00:29 
Batch 1279 / 2000  time:  2023-06-24 15:10:19 
Batch 1280 / 2000  time:  2023-06-24 15:20:17 
Batch 1281 / 2000  time:  2023-06-24 15:30:09 
Batch 1282 / 2000  time:  2023-06-24 15:40:04 
Batch 1283 / 2000  time:  2023-06-24 15:49:55 
Batch 1284 / 2000  time:  2023-06-24 15:59:47 
Batch 1285 / 2000  time:  2023-06-24 16:09:38 
Batch 1286 / 2000  time:  2023-06-24 16:19:32 
Batch 1287 / 2000  time:  2023-06-24 16:29:30 
Batch 1288 / 2000  time:  2023-06-24 16:39:27 
Batch 1289 / 2000  time:  2023-06-24 16:49:31 
Batch 1290 / 2000  time:  2023-06-24 16:59:23 
Batch 1291 / 2000  time:  2023-06-24 17:09:18 
Batch 1292 / 2000  time:  2023-06-24 17:19:09 
Batch 1293 / 2000  time:  2023-06-24 17:29:00 
Batch 1294 / 2000  time:  2023-06-24 17:38:54 
Batch 1295 / 2000  time:  2023-06-24 17:48:45 
Batch 1296 / 2000  time:  2023-06-24 17:58:37 
Batch 1297 / 2000  time:  2023-06-24 18:08:28 
Batch 1298 / 2000  time:  2023-06-24 18:18:32 
Batch 1299 / 2000  time:  2023-06-24 18:28:32 
Batch 1300 / 2000  time:  2023-06-24 18:38:23 
Batch 1301 / 2000  time:  2023-06-24 18:48:27 
Batch 1302 / 2000  time:  2023-06-24 18:58:24 
Batch 1303 / 2000  time:  2023-06-24 19:08:15 
Batch 1304 / 2000  time:  2023-06-24 19:18:12 
Batch 1305 / 2000  time:  2023-06-24 19:28:06 
Batch 1306 / 2000  time:  2023-06-24 19:37:57 
Batch 1307 / 2000  time:  2023-06-24 19:47:48 
Batch 1308 / 2000  time:  2023-06-24 19:57:41 
Batch 1309 / 2000  time:  2023-06-24 20:07:44 
Batch 1310 / 2000  time:  2023-06-24 20:17:38 
Batch 1311 / 2000  time:  2023-06-24 20:27:38 
Batch 1312 / 2000  time:  2023-06-24 20:37:28 
Batch 1313 / 2000  time:  2023-06-24 20:47:26 
Batch 1314 / 2000  time:  2023-06-24 20:57:19 
Batch 1315 / 2000  time:  2023-06-24 21:07:19 
Batch 1316 / 2000  time:  2023-06-24 21:17:17 
Batch 1317 / 2000  time:  2023-06-24 21:27:14 
Batch 1318 / 2000  time:  2023-06-24 21:37:10 
Batch 1319 / 2000  time:  2023-06-24 21:47:07 
Batch 1320 / 2000  time:  2023-06-24 21:57:05 
Batch 1321 / 2000  time:  2023-06-24 22:06:59 
Batch 1322 / 2000  time:  2023-06-24 22:16:56 
Batch 1323 / 2000  time:  2023-06-24 22:26:47 
Batch 1324 / 2000  time:  2023-06-24 22:36:40 
Batch 1325 / 2000  time:  2023-06-24 22:46:38 
Batch 1326 / 2000  time:  2023-06-24 22:56:31 
Batch 1327 / 2000  time:  2023-06-24 23:06:28 
Batch 1328 / 2000  time:  2023-06-24 23:16:31 
Batch 1329 / 2000  time:  2023-06-24 23:26:22 
Batch 1330 / 2000  time:  2023-06-24 23:36:21 
Batch 1331 / 2000  time:  2023-06-24 23:46:13 
Batch 1332 / 2000  time:  2023-06-24 23:56:08 
Batch 1333 / 2000  time:  2023-06-25 00:06:05 
Batch 1334 / 2000  time:  2023-06-25 00:15:58 
Batch 1335 / 2000  time:  2023-06-25 00:25:51 
Batch 1336 / 2000  time:  2023-06-25 00:35:44 
Batch 1337 / 2000  time:  2023-06-25 00:45:42 
Batch 1338 / 2000  time:  2023-06-25 00:55:39 
Batch 1339 / 2000  time:  2023-06-25 01:05:36 
Batch 1340 / 2000  time:  2023-06-25 01:15:27 
Batch 1341 / 2000  time:  2023-06-25 01:25:18 
Batch 1342 / 2000  time:  2023-06-25 01:35:22 
Batch 1343 / 2000  time:  2023-06-25 01:45:19 
Batch 1344 / 2000  time:  2023-06-25 01:55:22 
Batch 1345 / 2000  time:  2023-06-25 02:05:20 
Batch 1346 / 2000  time:  2023-06-25 02:15:13 
Batch 1347 / 2000  time:  2023-06-25 02:25:11 
Batch 1348 / 2000  time:  2023-06-25 02:35:08 
Batch 1349 / 2000  time:  2023-06-25 02:45:05 
Batch 1350 / 2000  time:  2023-06-25 02:55:01 
Batch 1351 / 2000  time:  2023-06-25 03:05:06 
Batch 1352 / 2000  time:  2023-06-25 03:15:10 
Batch 1353 / 2000  time:  2023-06-25 03:25:07 
Batch 1354 / 2000  time:  2023-06-25 03:34:57 
Batch 1355 / 2000  time:  2023-06-25 03:44:52 
Batch 1356 / 2000  time:  2023-06-25 03:54:49 
Batch 1357 / 2000  time:  2023-06-25 04:04:47 
Batch 1358 / 2000  time:  2023-06-25 04:14:45 
Batch 1359 / 2000  time:  2023-06-25 04:24:49 
Batch 1360 / 2000  time:  2023-06-25 04:34:40 
Batch 1361 / 2000  time:  2023-06-25 04:44:32 
Batch 1362 / 2000  time:  2023-06-25 04:54:32 
Batch 1363 / 2000  time:  2023-06-25 05:04:29 
Batch 1364 / 2000  time:  2023-06-25 05:14:21 
Batch 1365 / 2000  time:  2023-06-25 05:24:18 
Batch 1366 / 2000  time:  2023-06-25 05:34:11 
Batch 1367 / 2000  time:  2023-06-25 05:44:08 
Batch 1368 / 2000  time:  2023-06-25 05:54:02 
Batch 1369 / 2000  time:  2023-06-25 06:03:53 
Batch 1370 / 2000  time:  2023-06-25 06:13:45 
Batch 1371 / 2000  time:  2023-06-25 06:23:38 
Batch 1372 / 2000  time:  2023-06-25 06:33:36 
Batch 1373 / 2000  time:  2023-06-25 06:43:39 
Batch 1374 / 2000  time:  2023-06-25 06:53:32 
Batch 1375 / 2000  time:  2023-06-25 07:03:30 
Batch 1376 / 2000  time:  2023-06-25 07:13:26 
Batch 1377 / 2000  time:  2023-06-25 07:23:27 
Batch 1378 / 2000  time:  2023-06-25 07:33:32 
Batch 1379 / 2000  time:  2023-06-25 07:43:30 
Batch 1380 / 2000  time:  2023-06-25 07:53:22 
Batch 1381 / 2000  time:  2023-06-25 08:03:16 
Batch 1382 / 2000  time:  2023-06-25 08:13:13 
Batch 1383 / 2000  time:  2023-06-25 08:23:10 
Batch 1384 / 2000  time:  2023-06-25 08:33:02 
Batch 1385 / 2000  time:  2023-06-25 08:43:06 
Batch 1386 / 2000  time:  2023-06-25 08:53:10 
Batch 1387 / 2000  time:  2023-06-25 09:03:11 
Batch 1388 / 2000  time:  2023-06-25 09:13:04 
Batch 1389 / 2000  time:  2023-06-25 09:23:02 
Batch 1390 / 2000  time:  2023-06-25 09:32:54 
Batch 1391 / 2000  time:  2023-06-25 09:42:50 
Batch 1392 / 2000  time:  2023-06-25 09:52:50 
Batch 1393 / 2000  time:  2023-06-25 10:02:51 
Batch 1394 / 2000  time:  2023-06-25 10:12:53 
Batch 1395 / 2000  time:  2023-06-25 10:22:52 
Batch 1396 / 2000  time:  2023-06-25 10:32:48 
Batch 1397 / 2000  time:  2023-06-25 10:42:48 
Batch 1398 / 2000  time:  2023-06-25 10:52:47 
Batch 1399 / 2000  time:  2023-06-25 11:02:46 
Batch 1400 / 2000  time:  2023-06-25 11:12:39 
Batch 1401 / 2000  time:  2023-06-25 11:22:37 
Batch 1402 / 2000  time:  2023-06-25 11:32:37 
Batch 1403 / 2000  time:  2023-06-25 11:42:29 
Batch 1404 / 2000  time:  2023-06-25 11:52:33 
Batch 1405 / 2000  time:  2023-06-25 12:02:27 
Batch 1406 / 2000  time:  2023-06-25 12:12:26 
Batch 1407 / 2000  time:  2023-06-25 12:22:19 
Batch 1408 / 2000  time:  2023-06-25 12:32:10 
Batch 1409 / 2000  time:  2023-06-25 12:42:11 
Batch 1410 / 2000  time:  2023-06-25 12:52:08 
Batch 1411 / 2000  time:  2023-06-25 13:02:09 
Batch 1412 / 2000  time:  2023-06-25 13:12:02 
Batch 1413 / 2000  time:  2023-06-25 13:21:58 
Batch 1414 / 2000  time:  2023-06-25 13:31:54 
Batch 1415 / 2000  time:  2023-06-25 13:41:51 
Batch 1416 / 2000  time:  2023-06-25 13:51:48 
Batch 1417 / 2000  time:  2023-06-25 14:01:48 
Batch 1418 / 2000  time:  2023-06-25 14:11:49 
Batch 1419 / 2000  time:  2023-06-25 14:21:48 
Batch 1420 / 2000  time:  2023-06-25 14:31:43 
Batch 1421 / 2000  time:  2023-06-25 14:41:35 
Batch 1422 / 2000  time:  2023-06-25 14:51:35 
Batch 1423 / 2000  time:  2023-06-25 15:01:28 
Batch 1424 / 2000  time:  2023-06-25 15:11:22 
Batch 1425 / 2000  time:  2023-06-25 15:21:16 
Batch 1426 / 2000  time:  2023-06-25 15:31:09 
Batch 1427 / 2000  time:  2023-06-25 15:41:02 
Batch 1428 / 2000  time:  2023-06-25 15:50:54 
Batch 1429 / 2000  time:  2023-06-25 16:00:46 
Batch 1430 / 2000  time:  2023-06-25 16:10:42 
Batch 1431 / 2000  time:  2023-06-25 16:20:34 
Batch 1432 / 2000  time:  2023-06-25 16:30:26 
Batch 1433 / 2000  time:  2023-06-25 16:40:19 
Batch 1434 / 2000  time:  2023-06-25 16:50:13 
Batch 1435 / 2000  time:  2023-06-25 17:00:06 
Batch 1436 / 2000  time:  2023-06-25 17:10:05 
Batch 1437 / 2000  time:  2023-06-25 17:20:02 
Batch 1438 / 2000  time:  2023-06-25 17:29:58 
Batch 1439 / 2000  time:  2023-06-25 17:39:52 
Batch 1440 / 2000  time:  2023-06-25 17:49:50 
Batch 1441 / 2000  time:  2023-06-25 17:59:46 
Batch 1442 / 2000  time:  2023-06-25 18:09:42 
Batch 1443 / 2000  time:  2023-06-25 18:19:39 
Batch 1444 / 2000  time:  2023-06-25 18:29:34 
Batch 1445 / 2000  time:  2023-06-25 18:39:30 
Batch 1446 / 2000  time:  2023-06-25 18:49:34 
Batch 1447 / 2000  time:  2023-06-25 18:59:27 
Batch 1448 / 2000  time:  2023-06-25 19:09:23 
Batch 1449 / 2000  time:  2023-06-25 19:19:16 
Batch 1450 / 2000  time:  2023-06-25 19:29:10 
Batch 1451 / 2000  time:  2023-06-25 19:39:05 
Batch 1452 / 2000  time:  2023-06-25 19:49:04 
Batch 1453 / 2000  time:  2023-06-25 19:58:58 
Batch 1454 / 2000  time:  2023-06-25 20:08:52 
Batch 1455 / 2000  time:  2023-06-25 20:18:45 
Batch 1456 / 2000  time:  2023-06-25 20:28:40 
Batch 1457 / 2000  time:  2023-06-25 20:38:34 
Batch 1458 / 2000  time:  2023-06-25 20:48:34 
Batch 1459 / 2000  time:  2023-06-25 20:58:35 
Batch 1460 / 2000  time:  2023-06-25 21:08:28 
Batch 1461 / 2000  time:  2023-06-25 21:18:24 
Batch 1462 / 2000  time:  2023-06-25 21:28:21 
Batch 1463 / 2000  time:  2023-06-25 21:38:17 
Batch 1464 / 2000  time:  2023-06-25 21:48:13 
Batch 1465 / 2000  time:  2023-06-25 21:58:10 
Batch 1466 / 2000  time:  2023-06-25 22:08:06 
Batch 1467 / 2000  time:  2023-06-25 22:18:07 
Batch 1468 / 2000  time:  2023-06-25 22:28:03 
Batch 1469 / 2000  time:  2023-06-25 22:37:58 
Batch 1470 / 2000  time:  2023-06-25 22:47:54 
Batch 1471 / 2000  time:  2023-06-25 22:57:51 
Batch 1472 / 2000  time:  2023-06-25 23:07:46 
Batch 1473 / 2000  time:  2023-06-25 23:17:42 
Batch 1474 / 2000  time:  2023-06-25 23:27:37 
Batch 1475 / 2000  time:  2023-06-25 23:37:32 
